timestamp,drawn_number,black,red,white,total_bet_black,total_bet_black_robot,total_bet_red,total_bet_red_robot,total_bet_white,total_bet_white_robot,total,total_paid,profit,profit_%
4040,3,0,1,0,46494,"4649,4",25364,"2536,4",17474,"3494,8","96517,8","45655,2","50862,6","0,5269763712"
4041,0,0,0,1,13176,"1317,6",45185,"4518,5",36621,"7324,2","100818,1","410155,2","-309337,1","-3,068269487"
4042,5,0,1,0,19379,"1937,9",34662,"3466,2",31690,6338,"91135,1","62391,6","28743,5","0,315394398"
4043,14,1,0,0,21088,"2108,8",15481,"1548,1",39054,"7810,8","79279,9","37958,4","41321,5","0,5212102942"
4044,14,1,0,0,47311,"4731,1",44284,"4428,4",25101,"5020,2","125855,5","85159,8","40695,7","0,323352575"
4045,14,1,0,0,45937,"4593,7",36503,"3650,3",22090,4418,112774,"82686,6","30087,4","0,2667937645"
4046,13,1,0,0,28167,"2816,7",19565,"1956,5",46087,"9217,4","98592,2","50700,6","47891,6","0,4857544512"
4047,7,0,1,0,19417,"1941,7",28486,"2848,6",30416,"6083,2","83109,3","51274,8","31834,5","0,3830437749"
4048,13,1,0,0,19701,"1970,1",14929,"1492,9",42509,"8501,8",80602,"35461,8","45140,2","0,5600382125"
4049,4,0,1,0,10506,"1050,6",49581,"4958,1",37087,"7417,4","103182,7","89245,8","13936,9","0,1350701232"
4050,8,1,0,0,22756,"2275,6",20666,"2066,6",25589,"5117,8","73353,2","40960,8","32392,4","0,4415949134"
4051,9,1,0,0,45547,"4554,7",44351,"4435,1",13031,"2606,2","111918,8","81984,6","29934,2","0,2674635539"
4052,9,1,0,0,41140,4114,19452,"1945,2",15380,3076,"82031,2",74052,"7979,2","0,09727030691"
4053,8,1,0,0,33115,"3311,5",47144,"4714,4",20817,"4163,4","109101,9",59607,"49494,9","0,453657544"
4054,1,0,1,0,46910,4691,14541,"1454,1",13001,"2600,2","80597,1","26173,8","54423,3","0,6752513428"
4055,12,1,0,0,16311,"1631,1",39782,"3978,2",43132,"8626,4","104834,3","29359,8","75474,5","0,7199408972"
4056,13,1,0,0,30590,3059,36606,"3660,6",14751,"2950,2","88666,6",55062,"33604,6","0,3789995331"
4057,6,0,1,0,37385,"3738,5",12589,"1258,9",28772,"5754,4","83743,4","22660,2","61083,2","0,7294091236"
4058,10,1,0,0,14487,"1448,7",15610,1561,23943,"4788,6","57049,7","26076,6","30973,1","0,5429143361"
4059,4,0,1,0,41063,"4106,3",39026,"3902,6",45688,"9137,6","133785,9","70246,8","63539,1","0,4749312147"
4060,9,1,0,0,30154,"3015,4",16544,"1654,4",49047,"9809,4","100414,8","54277,2","46137,6","0,459470118"
4061,10,1,0,0,13863,"1386,3",20134,"2013,4",27167,"5433,4","64563,7","24953,4","39610,3","0,6135072804"
4062,8,1,0,0,15093,"1509,3",32971,"3297,1",13422,"2684,4","66292,4","27167,4",39125,"0,5901883172"
4063,2,0,1,0,23024,"2302,4",14020,1402,14617,"2923,4","55365,4",25236,"30129,4","0,5441918599"
4064,11,1,0,0,36464,"3646,4",39899,"3989,9",15115,3023,"99114,3","65635,2","33479,1","0,3377827417"
4065,11,1,0,0,12089,"1208,9",11840,1184,35011,"7002,2","61332,9","21760,2","39572,7","0,6452116238"
4066,11,1,0,0,19099,"1909,9",48392,"4839,2",48017,"9603,4","122257,1","34378,2","87878,9","0,7188040613"
4067,12,1,0,0,17908,"1790,8",24925,"2492,5",15402,"3080,4","62518,3","32234,4","30283,9","0,4844005675"
4068,10,1,0,0,20321,"2032,1",39755,"3975,5",31955,6391,"98038,6","36577,8","61460,8","0,626904097"
4069,13,1,0,0,48615,"4861,5",43139,"4313,9",28615,5723,"129544,4",87507,"42037,4","0,3245018696"
4070,12,1,0,0,44191,"4419,1",18933,"1893,3",33448,"6689,6","102884,4","79543,8","23340,6","0,2268623815"
4071,14,1,0,0,32581,"3258,1",43300,4330,36826,"7365,2","120295,1","58645,8","61649,3","0,5124838834"
4072,14,1,0,0,33181,"3318,1",47660,4766,25822,"5164,4","114747,1","59725,8","55021,3","0,4795005713"
4073,0,0,0,1,48503,"4850,3",45069,"4506,9",32475,6495,"135404,2",363720,"-228315,8","-1,686179602"
4074,2,0,1,0,16243,"1624,3",20839,"2083,9",43012,"8602,4","83802,2","37510,2",46292,"0,5523959992"
4075,3,0,1,0,46337,"4633,7",42408,"4240,8",43296,"8659,2","140915,5","76334,4","64581,1","0,4582966388"
4076,10,1,0,0,30300,3030,38601,"3860,1",11774,"2354,8","87565,1",54540,"33025,1","0,3771491153"
4077,5,0,1,0,23175,"2317,5",39318,"3931,8",30805,6161,"99547,3","70772,4","28774,9","0,2890575636"
4078,10,1,0,0,19245,"1924,5",15736,"1573,6",39234,"7846,8","77713,1",34641,"43072,1","0,5542450372"
4079,1,0,1,0,38295,"3829,5",22638,"2263,8",25166,"5033,2","92192,3","40748,4","51443,9","0,5580064713"
4080,2,0,1,0,42971,"4297,1",34924,"3492,4",44157,"8831,4","129841,5","62863,2","66978,3","0,5158466284"
4081,0,0,0,1,14082,"1408,2",31234,"3123,4",25600,5120,"75447,6",286720,"-211272,4","-2,800253421"
4082,14,1,0,0,22145,"2214,5",15849,"1584,9",19302,"3860,4","61095,4",39861,"21234,4","0,3475613549"
4083,3,0,1,0,26657,"2665,7",24726,"2472,6",31706,"6341,2","88227,3","44506,8","43720,5","0,4955438963"
4084,1,0,1,0,46011,"4601,1",25457,"2545,7",47408,"9481,6","126022,8","45822,6","80200,2","0,6363943667"
4085,14,1,0,0,19521,"1952,1",16342,"1634,2",19959,"3991,8","59408,3","35137,8","24270,5","0,4085371909"
4086,9,1,0,0,14926,"1492,6",11862,"1186,2",24213,"4842,6","53679,8","26866,8",26813,"0,4994988804"
4087,7,0,1,0,49043,"4904,3",29446,"2944,6",19841,"3968,2","106178,9","53002,8","53176,1","0,5008160755"
4088,8,1,0,0,11732,"1173,2",23632,"2363,2",48530,9706,"87430,4","21117,6","66312,8","0,7584638753"
4089,12,1,0,0,11024,"1102,4",27487,"2748,7",39511,"7902,2","81873,1","19843,2","62029,9","0,757634681"
4090,8,1,0,0,21860,2186,25218,"2521,8",32258,"6451,6","84043,8",39348,"44695,8","0,5318155533"
4091,7,0,1,0,37865,"3786,5",29685,"2968,5",21533,"4306,6",95838,53433,42405,"0,4424654104"
4092,6,0,1,0,17903,"1790,3",27204,"2720,4",33919,"6783,8","83536,7","48967,2","34569,5","0,4138241037"
4093,6,0,1,0,36112,"3611,2",42595,"4259,5",40107,"8021,4","126684,7",76671,"50013,7","0,3947887945"
4094,11,1,0,0,46820,4682,16041,"1604,1",29376,"5875,2","98523,1",84276,"14247,1","0,1446066963"
4095,4,0,1,0,30647,"3064,7",49268,"4926,8",23603,"4720,6","111509,5","88682,4","22827,1","0,2047099126"
4096,12,1,0,0,44749,"4474,9",32177,"3217,7",25747,"5149,4","110365,6","80548,2","29817,4","0,2701693281"
4097,13,1,0,0,15765,"1576,5",27129,"2712,9",46596,"9319,2","93779,4",28377,"65402,4","0,6974068932"
4098,6,0,1,0,43696,"4369,6",38573,"3857,3",32072,"6414,4","122567,9","69431,4","53136,5","0,4335270491"
4099,4,0,1,0,22453,"2245,3",32635,"3263,5",26082,"5216,4","86678,8",58743,"27935,8","0,3222910331"
4100,9,1,0,0,14831,"1483,1",34884,"3488,4",16884,"3376,8","71570,5","26695,8","44874,7","0,6269999511"
4101,9,1,0,0,17874,"1787,4",40682,"4068,2",45293,"9058,6","109704,6","32173,2","77531,4","0,7067287972"
4102,10,1,0,0,14350,1435,27881,"2788,1",13001,"2600,2","59455,1",25830,"33625,1","0,5655545109"
4103,2,0,1,0,16038,"1603,8",20458,"2045,8",38597,"7719,4","78742,6","36824,4","41918,2","0,5323446267"
4104,5,0,1,0,19696,"1969,6",48647,"4864,7",38414,"7682,8","113591,3","87564,6","26026,7","0,2291258221"
4105,5,0,1,0,41981,"4198,1",33730,3373,11896,"2379,2","95178,1",60714,"34464,1","0,3621011556"
4106,12,1,0,0,37248,"3724,8",44799,"4479,9",25002,"5000,4","115253,7","67046,4","48207,3","0,4182711705"
4107,11,1,0,0,15082,"1508,2",18488,"1848,8",49068,"9813,6",85995,"27147,6","58847,4","0,6843118786"
4108,6,0,1,0,18433,"1843,3",45275,"4527,5",20054,"4010,8","90132,8",81495,"8637,8","0,09583414695"
4109,0,0,0,1,46006,"4600,6",18445,"1844,5",36939,"7387,8","107835,1","413716,8","-305881,7","-2,836568984"
4110,3,0,1,0,21770,2177,20450,2045,16252,"3250,4",62694,36810,25884,"0,4128624749"
4111,0,0,0,1,36840,3684,20438,"2043,8",14942,"2988,4","77947,8","167350,4","-89402,6","-1,146954757"
4112,5,0,1,0,25877,"2587,7",46698,"4669,8",41344,"8268,8","121176,5","84056,4","37120,1","0,306330848"
4113,12,1,0,0,42245,"4224,5",36557,"3655,7",12466,"2493,2","99148,2",76041,"23107,2","0,2330571811"
4114,6,0,1,0,26431,"2643,1",27379,"2737,9",37419,"7483,8",96610,"49282,2","47327,8","0,4898851051"
4115,9,1,0,0,12747,"1274,7",40384,"4038,4",44440,8888,"102884,1","22944,6","79939,5","0,7769859483"
4116,12,1,0,0,11932,"1193,2",18279,"1827,9",20256,"4051,2","53488,1","21477,6","32010,5","0,5984602183"
4117,14,1,0,0,27774,"2777,4",47596,"4759,6",46488,"9297,6",129395,"49993,2","79401,8","0,6136388578"
4118,7,0,1,0,33588,"3358,8",21226,"2122,6",41038,"8207,6","101333,4","38206,8","63126,6","0,6229594586"
4119,1,0,1,0,19038,"1903,8",26193,"2619,3",33721,"6744,2","83475,1","47147,4","36327,7","0,4351920513"
4120,4,0,1,0,48561,"4856,1",32954,"3295,4",45918,"9183,6","135584,5","59317,2","76267,3","0,5625075138"
4121,13,1,0,0,13496,"1349,6",42468,"4246,8",35847,"7169,4","97407,4","24292,8","73114,6","0,7506062168"
4122,13,1,0,0,18919,"1891,9",45051,"4505,1",24084,"4816,8",94451,"34054,2","60396,8","0,639451144"
4123,5,0,1,0,34114,"3411,4",42678,"4267,8",25686,"5137,2","110157,2","76820,4","33336,8","0,3026293334"
4124,3,0,1,0,27256,"2725,6",24060,2406,33426,"6685,2","89873,6",43308,"46565,6","0,5181232308"
4125,0,0,0,1,36440,3644,30155,"3015,5",13502,"2700,4","86756,5","151222,4","-64465,9","-0,7430670901"
4126,0,0,0,1,30871,"3087,1",27808,"2780,8",26549,"5309,8","91095,9","297348,8","-206252,9","-2,264129341"
4127,5,0,1,0,35401,"3540,1",11667,"1166,7",17003,"3400,6","68777,8","21000,6","47777,2","0,6946601956"
4128,13,1,0,0,47361,"4736,1",44836,"4483,6",41272,"8254,4","142688,7","85249,8","57438,9","0,4025469431"
4129,8,1,0,0,21471,"2147,1",49431,"4943,1",32829,"6565,8","110821,2","38647,8","72173,4","0,6512598672"
4130,5,0,1,0,43401,"4340,1",19175,"1917,5",32048,"6409,6","100881,6",34515,"66366,6","0,6578662511"
4131,10,1,0,0,45676,"4567,6",15911,"1591,1",22263,"4452,6","90008,7","82216,8","7791,9","0,0865682984"
4132,11,1,0,0,24391,"2439,1",23788,"2378,8",45684,"9136,8","98680,9","43903,8","54777,1","0,5550932349"
4133,8,1,0,0,21493,"2149,3",22845,"2284,5",19376,"3875,2","68147,8","38687,4","29460,4","0,4323015563"
4134,10,1,0,0,44807,"4480,7",24801,"2480,1",40875,8175,"117443,8","80652,6","36791,2","0,3132664304"
4135,0,0,0,1,37277,"3727,7",34713,"3471,3",27596,"5519,2",106785,"309075,2","-202290,2","-1,894369059"
4136,10,1,0,0,27541,"2754,1",27720,2772,11234,"2246,8","72021,1","49573,8","22447,3","0,311676717"
4137,5,0,1,0,29261,"2926,1",16823,"1682,3",49649,"9929,8","100341,4","30281,4",70060,"0,6982162896"
4138,7,0,1,0,16053,"1605,3",19248,"1924,8",21584,"4316,8","60415,1","34646,4","25768,7","0,4265274741"
4139,7,0,1,0,42379,"4237,9",21403,"2140,3",30815,6163,"100975,2","38525,4","62449,8","0,6184667126"
4140,14,1,0,0,46867,"4686,7",17953,"1795,3",13353,"2670,6",84655,"84360,6","294,4","0,003477644557"
4141,2,0,1,0,19319,"1931,9",19582,"1958,2",26802,"5360,4","69593,1","35247,6","34345,5","0,493518754"
4142,4,0,1,0,13944,"1394,4",18293,"1829,3",14109,"2821,8","49569,7","32927,4","16642,3","0,3357353383"
4143,10,1,0,0,38466,"3846,6",16249,"1624,9",31152,"6230,4","91338,5","69238,8","22099,7","0,2419538311"
4144,12,1,0,0,33155,"3315,5",10362,"1036,2",35909,"7181,8","83777,7",59679,"24098,7","0,2876505323"
4145,11,1,0,0,25151,"2515,1",17665,"1766,5",34771,"6954,2","81868,6","45271,8","36596,8","0,4470187593"
4146,1,0,1,0,27653,"2765,3",47929,"4792,9",35568,"7113,6","118708,2","86272,2",32436,"0,2732414441"
4147,7,0,1,0,20382,"2038,2",33134,"3313,4",38839,"7767,8","97706,6","59641,2","38065,4","0,3895888302"
4148,8,1,0,0,27285,"2728,5",26104,"2610,4",45841,"9168,2","104568,9",49113,"55455,9","0,5303288071"
4149,0,0,0,1,44498,"4449,8",22242,"2224,2",45169,"9033,8",118583,"505892,8","-387309,8","-3,266149448"
4150,1,0,1,0,21517,"2151,7",14302,"1430,2",29347,"5869,4","68747,9","25743,6","43004,3","0,6255361982"
4151,4,0,1,0,13788,"1378,8",44283,"4428,3",43302,"8660,4","107180,1","79709,4","27470,7","0,2563041087"
4152,10,1,0,0,40939,"4093,9",47452,"4745,2",36822,"7364,4","134052,1","73690,2","60361,9","0,4502868661"
4153,12,1,0,0,34896,"3489,6",47948,"4794,8",45435,9087,"136563,4","62812,8","73750,6","0,5400466011"
4154,2,0,1,0,12708,"1270,8",17020,1702,18693,"3738,6","51393,8",30636,"20757,8","0,4038969681"
4155,14,1,0,0,29610,2961,34576,"3457,6",48444,"9688,8","119048,6",53298,"65750,6","0,552300489"
4156,5,0,1,0,26791,"2679,1",11961,"1196,1",15270,3054,"57897,2","21529,8","36367,4","0,6281374574"
4157,0,0,0,1,11841,"1184,1",39839,"3983,9",12028,"2405,6",68876,"134713,6","-65837,6","-0,95588594"
4158,12,1,0,0,39246,"3924,6",37632,"3763,2",37978,"7595,6","122543,8","70642,8",51901,"0,423530199"
4159,10,1,0,0,25021,"2502,1",45454,"4545,4",34460,6892,"111982,5","45037,8","66944,7","0,5978139441"
4160,3,0,1,0,23848,"2384,8",48231,"4823,1",14523,"2904,6","93809,9","86815,8","6994,1","0,07455609696"
4161,6,0,1,0,13579,"1357,9",18206,"1820,6",29084,"5816,8","64047,5","32770,8","31276,7","0,4883360006"
4162,12,1,0,0,12039,"1203,9",15792,"1579,2",37947,"7589,4","68561,1","21670,2","46890,9","0,6839286418"
4163,11,1,0,0,23736,"2373,6",18117,"1811,7",37876,"7575,2","83914,3","42724,8","41189,5","0,4908519764"
4164,11,1,0,0,22409,"2240,9",37770,3777,46791,"9358,2","112987,9","40336,2","72651,7","0,6430042509"
4165,14,1,0,0,49376,"4937,6",26281,"2628,1",10795,2159,"94017,7","88876,8","5140,9","0,05468012938"
4166,5,0,1,0,34038,"3403,8",17512,"1751,2",35693,"7138,6",92398,"31521,6","60876,4","0,6588497587"
4167,6,0,1,0,16859,"1685,9",36763,"3676,3",14971,"2994,2","73955,2","66173,4","7781,8","0,1052231621"
4168,8,1,0,0,23152,"2315,2",20085,"2008,5",37569,"7513,8","85129,7","41673,6","43456,1","0,5104693192"
4169,8,1,0,0,22236,"2223,6",22503,"2250,3",44878,"8975,6","94090,9","40024,8","54066,1","0,5746156111"
4170,0,0,0,1,10202,"1020,2",23053,"2305,3",25744,"5148,8","62324,5","288332,8","-226008,3","-3,626315494"
4171,6,0,1,0,35280,3528,24748,"2474,8",48450,9690,"114480,8","44546,4","69934,4","0,6108832223"
4172,9,1,0,0,46128,"4612,8",21837,"2183,7",33442,"6688,4","108203,5","83030,4","25173,1","0,2326458941"
4173,4,0,1,0,12379,"1237,9",16869,"1686,9",14843,"2968,6","47015,8","30364,2","16651,6","0,3541703002"
4174,12,1,0,0,23994,"2399,4",16460,1646,25593,"5118,6","70092,4","43189,2","26903,2","0,3838247799"
4175,5,0,1,0,15553,"1555,3",20126,"2012,6",13247,"2649,4","52493,9","36226,8","16267,1","0,3098855296"
4176,13,1,0,0,38001,"3800,1",25988,"2598,8",11768,"2353,6","82155,9","68401,8","13754,1","0,1674146349"
4177,0,0,0,1,24366,"2436,6",29967,"2996,7",40402,"8080,4","100168,3","452502,4","-352334,1","-3,51742118"
4178,13,1,0,0,19165,"1916,5",24384,"2438,4",17121,"3424,2","65024,9",34497,"30527,9","0,469480153"
4179,6,0,1,0,13455,"1345,5",11656,"1165,6",34544,"6908,8","62166,1","20980,8","41185,3","0,6625041622"
4180,11,1,0,0,49658,"4965,8",43131,"4313,1",49523,"9904,6","151590,9","89384,4","62206,5","0,4103577457"
4181,2,0,1,0,18668,"1866,8",13669,"1366,9",38139,"7627,8","73709,7","24604,2","49105,5","0,6662013276"
4182,11,1,0,0,40106,"4010,6",48741,"4874,1",24826,"4965,2","122557,7","72190,8","50366,9","0,4109647945"
4183,11,1,0,0,32878,"3287,8",32424,"3242,4",29546,"5909,2","101378,2","59180,4","42197,8","0,4162413616"
4184,13,1,0,0,31343,"3134,3",44737,"4473,7",28620,5724,112308,"56417,4","55890,6","0,497654664"
4185,2,0,1,0,47516,"4751,6",34051,"3405,1",28770,5754,"118493,7","61291,8","57201,9","0,4827421205"
4186,11,1,0,0,49641,"4964,1",25942,"2594,2",22403,"4480,6","105544,3","89353,8","16190,5","0,1534000415"
4187,8,1,0,0,32427,"3242,7",25391,"2539,1",44337,"8867,4","107936,8","58368,6","49568,2","0,4592335515"
4188,1,0,1,0,38760,3876,26861,"2686,1",26317,"5263,4","98500,1","48349,8","50150,3","0,5091395846"
4189,2,0,1,0,35264,"3526,4",19944,"1994,4",22576,"4515,2","83304,8","35899,2","47405,6","0,5690620468"
4190,0,0,0,1,40077,"4007,7",24849,"2484,9",21138,"4227,6","92556,6","236745,6",-144189,"-1,557846766"
4191,12,1,0,0,28103,"2810,3",33699,"3369,9",18056,"3611,2","86038,2","50585,4","35452,8","0,4120588297"
4192,14,1,0,0,41143,"4114,3",12854,"1285,4",21835,4367,"81231,7","74057,4","7174,3","0,08831896907"
4193,13,1,0,0,25076,"2507,6",24666,"2466,6",41242,"8248,4","95958,2","45136,8","50821,4","0,5296201888"
4194,1,0,1,0,21492,"2149,2",26224,"2622,4",46755,9351,"99242,6","47203,2","52039,4","0,5243655446"
4195,12,1,0,0,27644,"2764,4",48259,"4825,9",28906,"5781,2","112399,3","49759,2","62640,1","0,5572997341"
4196,10,1,0,0,31056,"3105,6",14948,"1494,8",24140,4828,"74744,4","55900,8","18843,6","0,2521071813"
4197,4,0,1,0,36609,"3660,9",33776,"3377,6",42183,"8436,6","119606,5","60796,8","58809,7","0,4916931772"
4198,11,1,0,0,30654,"3065,4",48426,"4842,6",35763,"7152,6",122751,"55177,2","67573,8","0,5504949043"
4199,11,1,0,0,10593,"1059,3",46153,"4615,3",39946,"7989,2","102366,6","19067,4","83299,2","0,8137341672"
4200,6,0,1,0,35758,"3575,8",17099,"1709,9",30854,"6170,8","88996,7","30778,2","58218,5","0,654164705"
4201,11,1,0,0,43456,"4345,6",38343,"3834,3",40532,"8106,4","130510,9","78220,8","52290,1","0,4006569566"
4202,7,0,1,0,34601,"3460,1",17216,"1721,6",18005,3601,"75003,7","30988,8","44014,9","0,5868363827"
4203,0,0,0,1,27890,2789,15585,"1558,5",27380,5476,"75202,5",306656,"-231453,5","-3,077736777"
4204,9,1,0,0,41216,"4121,6",35282,"3528,2",44555,8911,"128702,8","74188,8",54514,"0,4235649885"
4205,14,1,0,0,24482,"2448,2",21054,"2105,4",14318,"2863,6","64407,6","44067,6",20340,"0,3158012408"
4206,11,1,0,0,24891,"2489,1",21984,"2198,4",19045,3809,"70607,5","44803,8","25803,7","0,3654526785"
4207,7,0,1,0,15731,"1573,1",46606,"4660,6",20014,"4002,8","88584,7","83890,8","4693,9","0,05298770555"
4208,4,0,1,0,42423,"4242,3",16449,"1644,9",20262,"4052,4","85021,2","29608,2",55413,"0,6517550917"
4209,8,1,0,0,49776,"4977,6",31578,"3157,8",29961,"5992,2","119450,4","89596,8","29853,6","0,2499246549"
4210,2,0,1,0,31614,"3161,4",16326,"1632,6",34169,"6833,8",86903,"29386,8","57516,2","0,6618436648"
4211,2,0,1,0,20725,"2072,5",31538,"3153,8",45770,9154,"103259,3","56768,4","46490,9","0,4502345067"
4212,4,0,1,0,27451,"2745,1",33673,"3367,3",16711,"3342,2","83947,4","60611,4",23336,"0,2779835945"
4213,3,0,1,0,49774,"4977,4",17974,"1797,4",38066,"7613,2","112588,8","32353,2","80235,6","0,7126428206"
4214,3,0,1,0,30737,"3073,7",47894,"4789,4",35208,"7041,6","121702,1","86209,2","35492,9","0,2916375313"
4215,1,0,1,0,16782,"1678,2",45071,"4507,1",29635,5927,"97673,3","81127,8","16545,5","0,1693963448"
4216,9,1,0,0,47713,"4771,3",42505,"4250,5",14019,"2803,8","113258,8","85883,4","27375,4","0,2417066047"
4217,9,1,0,0,45263,"4526,3",12524,"1252,4",43607,"8721,4","107172,7","81473,4","25699,3","0,2397933429"
4218,11,1,0,0,13980,1398,20503,"2050,3",32060,6412,"69991,3",25164,"44827,3","0,6404696012"
4219,1,0,1,0,38954,"3895,4",21116,"2111,6",37167,"7433,4",103244,"38008,8","65235,2","0,6318546356"
4220,3,0,1,0,23188,"2318,8",22416,"2241,6",41692,"8338,4","91856,4","40348,8","51507,6","0,5607404601"
4221,9,1,0,0,26271,"2627,1",43210,4321,49931,"9986,2","126360,1","47287,8","79072,3","0,6257695269"
4222,12,1,0,0,37359,"3735,9",40996,"4099,6",42666,"8533,2","128856,5","67246,2","61610,3","0,4781310993"
4223,1,0,1,0,45387,"4538,7",32101,"3210,1",28608,"5721,6","113844,8","57781,8",56063,"0,4924511264"
4224,11,1,0,0,18918,"1891,8",37181,"3718,1",33396,"6679,2","95104,9","34052,4","61052,5","0,6419490478"
4225,8,1,0,0,39477,"3947,7",36183,"3618,3",32607,"6521,4",115833,"71058,6","44774,4","0,3865426951"
4226,7,0,1,0,22668,"2266,8",23951,"2395,1",28411,"5682,2","79691,9","43111,8","36580,1","0,4590190471"
4227,10,1,0,0,25794,"2579,4",26014,"2601,4",40933,"8186,6","97921,8","46429,2","51492,6","0,5258543041"
4228,6,0,1,0,47861,"4786,1",49363,"4936,3",28768,"5753,6","135714,4","88853,4",46861,"0,3452912882"
4229,1,0,1,0,16625,"1662,5",29905,"2990,5",17035,3407,68218,53829,14389,"0,2109267349"
4230,2,0,1,0,15618,"1561,8",19271,"1927,1",26297,"5259,4","64674,9","34687,8","29987,1","0,4636590084"
4231,7,0,1,0,43319,"4331,9",47563,"4756,3",48607,"9721,4","148577,2","85613,4","62963,8","0,4237783455"
4232,2,0,1,0,45224,"4522,4",16632,"1663,2",17530,3506,"85571,6","29937,6",55634,"0,6501456091"
4233,13,1,0,0,10535,"1053,5",38242,"3824,2",32775,6555,"86429,7",18963,"67466,7","0,7805962534"
4234,5,0,1,0,24990,2499,10855,"1085,5",14902,"2980,4","54331,5",19539,"34792,5","0,6403743685"
4235,12,1,0,0,46395,"4639,5",41975,"4197,5",28559,"5711,8",125766,83511,42255,"0,3359811078"
4236,11,1,0,0,40707,"4070,7",41399,"4139,9",27484,"5496,8","117800,6","73272,6",44528,"0,3779946791"
4237,9,1,0,0,40627,"4062,7",37656,"3765,6",17951,"3590,2","104062,3","73128,6","30933,7","0,2972613521"
4238,2,0,1,0,39085,"3908,5",28959,"2895,9",48081,"9616,2","122929,4","52126,2","70803,2","0,5759663677"
4239,9,1,0,0,18176,"1817,6",33493,"3349,3",10864,"2172,8","67699,9","32716,8","34983,1","0,5167378386"
4240,12,1,0,0,47598,"4759,8",20282,"2028,2",35513,"7102,6",110181,"85676,4","24504,6","0,2224031367"
4241,14,1,0,0,46501,"4650,1",12731,"1273,1",48684,"9736,8","113839,2","83701,8","30137,4","0,2647365758"
4242,1,0,1,0,18917,"1891,7",44506,"4450,6",38496,"7699,2","108261,3","80110,8","28150,5","0,260023665"
4243,3,0,1,0,23359,"2335,9",25314,"2531,4",13843,"2768,6","67383,3","45565,2","21818,1","0,3237909096"
4244,14,1,0,0,31476,"3147,6",26267,"2626,7",49470,9894,"112987,3","56656,8","56330,5","0,4985560324"
4245,7,0,1,0,25980,2598,14629,"1462,9",11317,"2263,4","55986,9","26332,2","29654,7","0,5296721197"
4246,3,0,1,0,42013,"4201,3",30551,"3055,1",32494,"6498,8","112314,4","54991,8","57322,6","0,5103762296"
4247,6,0,1,0,45653,"4565,3",23703,"2370,3",20759,"4151,8","97050,6","42665,4","54385,2","0,5603798431"
4248,6,0,1,0,36304,"3630,4",33886,"3388,6",28907,"5781,4",106116,"60994,8","45121,2","0,4252063779"
4249,2,0,1,0,13070,1307,48652,"4865,2",19369,"3873,8","87263,2","87573,6","-310,4","-0,003557054979"
4250,4,0,1,0,36316,"3631,6",24241,"2424,1",48508,"9701,6","115120,7","43633,8","71486,9","0,6209734652"
4251,10,1,0,0,23933,"2393,3",26263,"2626,3",35046,"7009,2","90261,6","43079,4","47182,2","0,5227272727"
4252,10,1,0,0,11974,"1197,4",46594,"4659,4",23884,"4776,8","88308,8","21553,2","66755,6","0,7559337235"
4253,2,0,1,0,11710,1171,29978,"2997,8",22421,"4484,2","68277,8","53960,4","14317,4","0,209693341"
4254,13,1,0,0,20677,"2067,7",42034,"4203,4",33086,"6617,2","102068,1","37218,6","64849,5","0,6353552187"
4255,12,1,0,0,31051,"3105,1",32773,"3277,3",31943,"6388,6","102149,4","55891,8","46257,6","0,4528426011"
4256,5,0,1,0,24940,2494,45519,"4551,9",13597,"2719,4","91101,9","81934,2","9167,7","0,1006312711"
4257,0,0,0,1,22738,"2273,8",30707,"3070,7",40821,"8164,2","99610,5","457195,2","-357584,7","-3,589829385"
4258,10,1,0,0,16484,"1648,4",11611,"1161,1",21790,4358,"52694,5","29671,2","23023,3","0,4369203617"
4259,0,0,0,1,16508,"1650,8",16783,"1678,3",26666,"5333,2","63286,1","298659,2","-235373,1","-3,719191102"
4260,10,1,0,0,22319,"2231,9",10068,"1006,8",20412,"4082,4","56037,7","40174,2","15863,5","0,283086208"
4261,10,1,0,0,44367,"4436,7",26703,"2670,3",47882,"9576,4",126059,"79860,6","46198,4","0,3664823614"
4262,9,1,0,0,14479,"1447,9",45824,"4582,4",16642,"3328,4","82975,3","26062,2","56913,1","0,6859041185"
4263,8,1,0,0,32695,"3269,5",17098,"1709,8",22694,"4538,8","77466,3",58851,"18615,3","0,2403019119"
4264,11,1,0,0,39908,"3990,8",43414,"4341,4",39892,"7978,4","131546,2","71834,4","59711,8","0,4539226523"
4265,10,1,0,0,30579,"3057,9",19343,"1934,3",30397,"6079,4","85311,2","55042,2",30269,"0,3548068718"
4266,11,1,0,0,11425,"1142,5",37175,"3717,5",47460,9492,100920,20565,80355,"0,7962247325"
4267,11,1,0,0,24100,2410,30513,"3051,3",48519,"9703,8","108593,3",43380,"65213,3","0,600527841"
4268,5,0,1,0,15849,"1584,9",49658,"4965,8",43692,"8738,4","115749,7","89384,4","26365,3","0,2277785601"
4269,8,1,0,0,17173,"1717,3",35130,3513,28599,"5719,8","86132,3","30911,4","55220,9","0,6411172115"
4270,6,0,1,0,13224,"1322,4",15772,"1577,2",11317,"2263,4","43212,6","28389,6",14823,"0,3430249511"
4271,11,1,0,0,39891,"3989,1",10655,"1065,5",37123,"7424,6","92723,6","71803,8","20919,8","0,2256146224"
